id,source1,source2,source3,question,answer,annotation
f3b70ef7-1ea8-4ef9-bc2f-40aac039354f,,[],"[{'author_wikipedia_text': 'Prosenjit K. ""Jit"" Bose is a Canadian mathematician and computer scientist who works at Carleton University as a professor in the School of Computer Science and associate dean of research and graduate studies for the Faculty of Science. His research concerns graph algorithms and computational geometry, including work on geometric spanners and geographic routing in wireless ad hoc networks.\nBose did his undergraduate studies in mathematics at the University of Waterloo, graduating in 1990, and earned a master\'s degree from Waterloo in 1991. He earned his Ph.D. in computer science from McGill University in 1994 under the supervision of Godfried Toussaint. After postdoctoral studies at the University of British Columbia, he became an assistant professor at the Université du Québec à Trois-Rivières in 1995, and moved to Carleton in 1997.'}]",Where did the author who wrote 'On Embedding an Outer-Planar Graph in a Point Set' complete his undergraduate studies?,University of Waterloo,Yes
6482aaab-d803-46ea-b921-349c2503c8b4,,[],"[{'author_wikipedia_text': 'Jocelyn Chanussot is a Professor of signal and image processing at the Grenoble Institute of Technology in Grenoble, France. Chanussot was named a Fellow of the Institute of Electrical and Electronics Engineers (IEEE) in 2012 for his contributions to data fusion and image processing for remote sensing. Since January 2011, he serves as Editor-in-Chief of the IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing and is a former member of the Institut Universitaire de France.\n\nThis French engineer or inventor biographical article is a stub. You can help Wikipedia by expanding it.'}]",Where does the author of Estimation of polarization on time-scale plane for seismic wave separation work?,Grenoble Institute of Technology,Yes
adcabe25-2316-4527-b645-dc1d0a2ef6cf,,[],"[{'author_wikipedia_text': 'Boris Katz (born October 5, 1947) is a principal American research scientist (computer scientist) at the MIT Computer Science and Artificial Intelligence Laboratory at the Massachusetts Institute of Technology in Cambridge  and head of the Laboratory\'s InfoLab Group.  His research interests include natural language processing and understanding, machine learning and intelligent information access.  His brother Victor Kac is a mathematician at MIT.\nHe was able to get out of the USSR with the help of U.S. Senator Ted Kennedy, before the end of the cold war.\nOver the last several decades, Boris Katz has been developing the START natural language system that allows the user to access various types of information using English.\nBoris Katz was born on October 5, 1947, in Chișinău in the family of Hersh Katz (died 1976) and Hayki (Klara) Landman (born 1921, Lipcani, Briceni District - died 2006, Cambridge, Middlesex County), who moved from Lipcani, a town located in the northern Bessarabian, to Chișinău before the war. He graduated from Moscow State University and in November 1978, he left for the United States thanks to the personal intervention of Senator Edward M. Kennedy. He defended his thesis as a candidate of physical and mathematical sciences in 1975 under the supervision of Evgenii M. Landis.\nHe currently lives in Boston and heads the InfoLabresearch team at the Laboratory of Informatics and Artificial Intelligence at the Massachusetts Institute of Technology.\nBoris Katz is the creator of the START information processing system (since 1993 - on the Internet), the author of several works in the field of processing, generation and perception of natural languages, machine learning, and accelerated access to multimedia information.\nBrothers - Victor Gershevich Katz, American mathematician, professor at the Massachusetts Institute of Technology; Mikhail Gershevich Katz, Israeli mathematician, graduate of Harvard and Columbia (Ph.D., 1984) universities, professor at Bar-Ilan University, author of the monograph ""Systolic Geometry and Topology"" (Mathematical Surveys and Monographs, vol. 137. American Mathematical Society: Providence, 2007).\nDaughter - Luba Katz, a bioinformatics scientist (her husband is Alan Jasanoff, a neuroimaging scientist, a professor at MIT, the son of Harvard University professors Jay Jasanoff and Sheila Jasanoff).'}]",When was the creator of Annotating the World Wide Web using Natural Language born?,"October 5, 1947",Yes
e8ac25a3-61ca-4353-bc4a-7c795c4285b6,,[],"[{'author_wikipedia_text': 'Laurence Devillers (born 8 October 1962, in Châtillon-sur-Seine, France), is a professor of artificial intelligence & ethics at Paris-Sorbonne University since 2011 and at Computer science laboratory for mechanics and engineering sciences (LIMSI) at the Scientific Research National Center, a head of the team ""Affective and social dimension in spoken interaction"". Laurence Devillers has taken part in several national and European projects on human-robots social and affective interactions. Laurence Devillers is leading a cluster of robots-human co-evolution at the Institute of Digital Society and ""Robotic interactive"" at Paris-Saclay.\nIn November 1992 she defended a thesis of Doctor in Sciences, Specialty Computer Science thesis on ""Recognition of continuous speech with a hybrid neuronal and Markovian system"".\nHolding a PhD from Paris-Sud University (Paris XI), she is studying affective and social dimensions in Man-Robot spoken Interactions. Associated with Paris-Sud University, this laboratory researches two major themes:\nShe is an author of numerous books on artificial intelligence:\nDevillers is a co-writer of the report on ethics of the robotics researcher the Allistene Alliance Commission of the Ethics of Research in Digital Science and technology et CERNA and in other international projects: ANR Tecsan Armen, FUI Romeo, BPI Romeo2, Rex Humaine, Chist-era Joker. Laurence Devillers has published more than 150 articles in international and national peer-reviewed journals and chapters in collective works.\nShe participated in deploying the national platform TransAlgo (Transparency and Explanation of Algorithms) (2017). She is also a founding HUB IA (private-public eco-system) member on applied ethics (since 2017).\nIn 2017-2018 she was a member of ISCA and ISCA Distinguished Lecturers.\nLaurence Devillers was made a Knight of the Legion of Honour in 2020. The medal was presented by the mathematician Cedric Villani on 12 April 2022 at the Collège des Bernardins in Paris (@LaurentLandete (13 April 2022). ""Remise de la Légion d\'honneur"" (Tweet) – via Twitter.).'}]",Where was the author of 'Human-Robot Interactions and Affective Computing: The Ethical Implications' born?,"Châtillon-sur-Seine, France",Yes
5b6d0ee8-4594-4b12-ae5d-c038d891a34d,,[],"[{'author_wikipedia_text': 'Leonhard Wolfgang Bibel (born on 28 October 1938 in Nuremberg) is a German computer scientist, mathematician and Professor emeritus at the Department of Computer Science of the Technische Universität Darmstadt. He was one of the founders of the research area of artificial intelligence in Germany and Europe and has been named as one of the ten most important researchers in German artificial intelligence history by the Gesellschaft für Informatik. Bibel established the necessary institutions, conferences and scientific journals and promoted the necessary research programs to establish the field of artificial intelligence.\nBibel has worked in the fields of automated deduction, knowledge representation, architecture of deductive systems and inference, planning, learning, program synthesis, as well as on topics concerning the implications of AI technology for society. His most outstanding scientific contribution was his connection method, which allows logical conclusions to be drawn automatically in a very compact way. Bibel received the 2006 Herbrand Award for Distinguished Contributions to Automated Reasoning.\nWolfgang Bibel was born in Nuremberg, Germany. Before his studies, he had to demonstrate industrial experience, which is why he completed an internship at a large power plant in Franken. Finally, in 1958, he began studying mathematics and physics at the University of Erlangen, majoring in physics. The first year of his studies was a challenge for Bibel, as the content was unknown to him, unlike his fellow students who came from science schools. During his semester breaks, he completed another internship at Siemens-Schuckertwerke. He received his intermediate diploma on May 4, 1961. From 1962 he completed part of his studies at the University of Heidelberg. With the change of his focus to mathematics, he moved to the Ludwig Maximilian University of Munich (LMU), where he studied until 1964 and obtained his diploma in mathematics. His diploma thesis dealt with the proof of Remmert\'s theorem of illustration. From 1964 to 1966, he was then a scientific assistant at the Max Planck Institute for Physics and Astrophysics in Munich, then headed by Werner Heisenberg. At the Max Planck Institute he met Peter Mittelstaedt, who offered him a scholarship and supervision. Mittelstaedt proposed to Bibel to work on the solution to the problem of reversal in scattering theory for his doctoral thesis but it later became known that the solution had long since been found. At the time, Mittelstaedt had not been aware of this. Later it turned out that Mittelstaedt had accepted a professorship at the University of Cologne. Bibel moved with Mittelstaedt to the University of Cologne, where he worked as a scientific assistant. The solution already found, the suddenly accepted professorship of Mittelstaedt and the distance to his girlfriend led to his resignation after a short time. In 1968 he received his doctorate with cum laude in mathematical logic under the supervision of Kurt Schütte from LMU.\nFrom 1969 to 1987 he was scientific assistant at the Institute of Computer Science at the Technical University of Munich (TUM). Actually, Bibel intended to habilitate at the university. In December 1974 he submitted his habilitation thesis for examination. His supervisor was Klaus Samelson. Surprisingly, however, Friedrich Ludwig Bauer, who headed the institute at the time, vetoed his habilitation, which meant he was denied eligibility, which was unusual given the accomplishments of Bibel. He recommended that he continue his research for another five years before considering a habilitation. Outside of TUM, however, his achievements were recognized, which is why he tried to initiate a habilitation procedure without Bauer\'s approval, as Bauer vehemently opposed it. During this period, he was appointed as a lecturer by the Department of Computer Science at the Bundeswehr University Munich from 1975 to 1976. In addition, in the summer semester of 1975 he represented the chair of Jacques Loeckx at Saarland University and was called upon by the Dean of the Department of Mathematics/Computer Science of the Paderborn University to apply for a professorship. The chairman of the habilitation commission was Karl Heinz Helwig, who appointed reviewers who had no knowledge of his subject, automated theorem proving. He then turned to the then President of the Technical University of Munich, Ulrich Grigull, but without success. According to Bibel\'s impression, Grigull said that tradition needed no explanation and that he should have listened to Bauer. During this time, Bibel held further positions and obtained additional opinions, which were positive. These included assessments by Bruno Buchberger and Woody Bledsoe, but in 1977 his application was rejected with 31 dissenting votes and 3 abstentions. Out of desperation, he tried to withdraw the motion. He knew only a few reasons for his rejection from indiscreet discussions. However, he did not get insight into the reasons for the rejection. An application for inspection of documents also failed, which is why he filed a lawsuit, in which he proved errors in the content of the reports. The complaints were dismissed in 1982, as the procedure had been formally correct, so that his habilitation procedure ended after seven proceedings. During this time the attitude of his colleagues towards him changed, which he describes as ""hostile"". In 1978, he applied for another habilitation, as there was a change in the law that allowed senior assistants to take up a professorship. However, this was also rejected in 1980 on the grounds that there was no need in his field. The whole thing Bibel described as an attempt to „[...] academically liquidate“ him and he explained it by saying that Bauer, in his opinion, was obsessed with power and was against Bibel for personal reasons. Bauer and his colleagues rejected the subject and could not identify themselves with Bibel\'s scientific approach. Bauer was an advocate of imperative programming with ALGOL, while Bibel relied on logic programming with PROLOG. It was not until later that Bauer recognized functional and object-oriented programming with LISP, which was represented by Wolfgang Wahlster. Bauer, in particular, did not believe in the future of the field. At that time, the rejection of artificial intelligence was not only based in Munich, but extended beyond it. Wahlster also described Bauer\'s approach as driven by ideology. In the same year in which the habilitation failed, the German Research Foundation (DFG), at the request of the Bibel, supported the project ""Use of Evidence Procedures in Programming"". The topic was dominated by the topic of the failed habilitation, which is why Bauer was also outraged about the funding, so that access to the computers of TUM had been blocked. The problem could only be solved with the intervention of the then DFG President. For example, Eickel, who was one of the reviewers and part of Bauer\'s group, was habilitated, although at the time he only had one publication with three other authors. This approach had led to the fact that large IT companies such as SAP, Software AG and Scheer AG did not emerge from TUM. Andreas von Bechtolsheim was also bored and angry from his studies, which is why he moved to Carnegie Mellon University. The history spread and made his life more difficult. Bauer had a great influence in computer science in Germany at that time. Bibel wrote 26 unsuccessful applications. In the following years Bibel tried to keep his time in Munich to the minimum. The event shaped Bibel and the assessment of Bauer and his colleagues turned out to be wrong.\nIn the academic year 1970/1971, he was Assistant Professor of Computer Science at the computer science section of the Mathematics Department of the Wayne State University in Detroit. In 1985, he was Visiting Associate Professor at the Duke University. He declined offers from the Technical University of Berlin, Vrije Universiteit Amsterdam, Technische Universität Wien and the University of Ulm.\nIn 1987, he became Professor of Computer Science at the University of British Columbia in Vancouver and one year later Adjunct Professor, an honorary title awarded to him by the university, because he then moved to the Technische Universität Darmstadt.\nIn the winter semester 1985/1986, Bibel represented the chair he was later appointed to for the first time. On October 1, 1988 he became Professor of Intellectics at then Department of Computer Science of the Technische Universität Darmstadt. At this time Bibel was already 50. The TU Darmstadt was the 16th employer and also the last of Bibel. It was also the first stable and appropriate working environment for Bibel. For the academic year 1991/1992 he took over the office as Dean of the Department of Computer Science of the TU Darmstadt. During this time he led three appointment commissions. Among them were Oskar von Stryk and Karsten Weihe. In his time, he also built up his research group and made the TU Darmstadt one of the leading universities for artificial intelligence worldwide. The most outstanding scientific project was the National Priority Programme Deduction, funded by the German Research Foundation (DFG). The project led to Germany assuming a leading position in artificial intelligence. He has been Professor emeritus since 2004.\nAt the request of Bibel, Wolfgang Wahlster received his first honorary doctorate from the TU Darmstadt and John Alan Robinson the Humboldt Prize in 1994, which included a six-month stay at the Technical University of Darmstadt. By 2017, twenty-five of his doctoral students or staff were professors. He worked as Section Editor of the journal Artificial Intelligence.\nContrary to the difficulties at the Technical University of Munich (TUM), he continued his research in his field. The year 1975 can be regarded as the starting shot for artificial intelligence in Germany. Gerd Veenker called a meeting in Bonn in which Wolfgang Bibel and Wolfgang Wahlster also took part. As a result of the meeting they established the newsletter KI, which later became the magazine KI. The first six issues were issued by Hans-Hellmut Nagel. From the seventh issue onwards, Bibel took over for two years until 1998. During this time he received no support from TUM, so he had to do all the work. At the meeting it was also decided to set up a subcommittee for artificial intelligence in the technical committee Cognitive Systems in the Gesellschaft für Informatik, to which Bibel belonged as a member since 1975. The chairman was Hans-Hellmut Nagel, who at that time was the only professor on the highest level who confessed to artificial intelligence. This committee coordinated the establishment of artificial intelligence as a scientific discipline in Germany. Later, Bibel took over the role. He also held this position for the longest time. In 1975, he organized a workshop on automatic evidence, which was internationally acclaimed in science and business. The workshop was a precursor to today\'s German Conference on Artificial Intelligence. In 1982, together with Jörg Siekmann, he founded the two-week KI Spring School (KIFS), as the research results had not yet reached the students. This resulted in one of the first books on artificial intelligence in Germany, which brought students closer to the topic. Today the school is a permanent institution. In 1985 he also offered the first Advanced Course on AI (ACAI), the equivalent of the KIFS for Europe. This also resulted in another book. Bibel wanted to found a European organisation for artificial intelligence as early as 1979. 1982 saw the first European Conference on Artificial Intelligence and the founding of the European Coordinating Committee for Artificial Intelligence, today\'s European Association for Artificial Intelligence  (EurAI). He became its first president. During the whole time he had no professorship and no support from TUM, because they refused it.\nIn 1975, the German Research Foundation (DFG) approved Bibel an application for a research grant. Bibel also procured several research projects for the TU Darmstadt, including the national priority program Deduction, which was approved in autumn 1991. The project led to Germany assuming a leading position in artificial intelligence.\nAt the International Joint Conference on Artificial Intelligence (IJCAI) in 1977, he presented with Nagel for the first time the situation of artificial intelligence in Germany. From 1986 to 1992 he was a member of the board of directors of IJCAI and from 1987 to 1989 its president. Bibel\'s influence at that time also led Japan to launch a research program for a whole decade, the Fifth Generation Computer Systems (FGCS). The research programme caused a great stir, which is why personalities from the world of politics attended the conference in Japan in 1979. Bibel represented Germany at the conference. The conference was followed by other major research programmes such as the European Strategic Programme for Research and Development in Information Technology and the Information Technology Programme funded by the Federal Ministry of Research and Technology (BMFT).\nIn 1984 Bibel turned to Franz-Josef Strauss to point out the growing importance of artificial intelligence. This led to the foundation of a Bavarian Research Center for Knowledge-Based Systems (BayWiss) in 1988. At the same time, the German Research Center for Artificial Intelligence was founded and the Institute for Application-Oriented Knowledge Processing (IAW) was established in Baden-Wuerttemberg.\nOn April 23, 2018, he initiated the events that led to the launch of the CLAIRE (Confederation of Laboratories for Artificial Intelligence Research in Europe) initiative.\n\nWolfgang Bibel argued that the study of artificial intelligence should rather be called Intellectics.'}]",Where did the creator of Constraint Satisfaction from a Deductive Viewpoint originate from?,"Nuremberg, Germany",Yes
436b5e73-0b78-4831-b55f-126c2f9afdc8,,[],"[{'author_wikipedia_text': 'Karyn Moffatt is a Canadian computer scientist working in human–computer interaction. She is an associate professor in the School of Information Studies at McGill University, where she holds the Canada Research Chair in Inclusive Social Computing. Her research has included work on persuasive technology and computer accessibility.\nMoffatt was an undergraduate at the University of British Columbia, and completed her Ph.D. at the same university in 2010. Her dissertation, Addressing Age-Related Pen-Based Target Acquisition Difficulties, was supervised by Joanna McGrenere.'}]",What university did the contributor of Introduction to the Special Issue on ASSETS'18 attend as an undergraduate?,University of British Columbia,Yes
95606e9e-8084-4b71-b92c-8f4efa465644,,[],"[{'author_wikipedia_text': 'Michael Anthony Steel (born May 1960) is a New Zealand mathematician and statistician, a Distinguished Professor of mathematics and statistics  and the Director of the Biomathematics Research Centre at the University of Canterbury in Christchurch, New Zealand. He is known for his research on modeling and reconstructing evolutionary trees.\nSteel studied at the University of Canterbury, earning a bachelor\'s degree in 1982, a masters in 1983, and a degree in journalism in 1985. He then moved to Massey University, where he received his Ph.D. in 1989, supervised by Michael D. Hendy and David Penny. He joined the Canterbury faculty in 1994.\nSteel won the Hamilton Memorial Prize of the Royal Society of New Zealand in 1994; this prize is given annually to a New Zealand mathematician for work done within five years of a Ph.D.\nIn 1999 he won the research award of the New Zealand Mathematical Society ""for his fundamental contributions to the mathematical understanding of phylogeny, demonstrating a capacity for hard creative work in combinatorics and statistics and an excellent understanding of the biological implications of his results.""\nHe became a fellow of the Royal Society of New Zealand in 2003.\nIn 2018, Steel was elected as a Fellow of the International Society for Computational Biology, for his outstanding contributions to the fields of computational biology and bioinformatics.'}]",Where was the mathematician who published Tracing Evolutionary Links between Species born?,New Zealand,Not Sure
ef5fce3b-5b55-4a49-9aa6-9c5c9507c50a,,[],"[{'author_wikipedia_text': ""Prabhat Mishra is a Professor in the Department of Computer and Information Science and Engineering and a UF Research Foundation Professor at the University of Florida. Prof. Mishra's research interests are in hardware security, quantum computing, embedded systems, system-on-chip validation, formal verification, and machine learning.\nBorn and raised in India, Mishra received his Ph.D. in Computer Science from the University of California at Irvine in 2004. He received a B.E. in Computer Science  from the Jadavpur University, India in 1994, and M.Tech. in Computer Science from the Indian Institute of Technology, Kharagpur, India in 1995. In 2004, he joined University of Florida as an Assistant Professor. In 2010, he was promoted to an Associate Professor and by 2016 he became a Professor at the same institution. He currently lives in Gainesville, Florida with his family.\nHis research has been recognized by Best Paper Awards and Best Paper Award Nominations at several international conferences. Dr. Mishra currently serves as an Associate Editor of the IEEE Transactions on VLSI Systems and ACM Transactions on Embedded Computing Systems. In 2015, he was selected as an ACM Distinguished Scientist.   He was named a Fellow of the Institute of Electrical and Electronics Engineers in 2021 for contributions to system-on-chip validation and design automation of embedded systems.  He was elected a Fellow of the American Association for the Advancement of Science in 2023 .""}]",Who is the spouse of the author of Guest Editor Introduction: Special Issue on Nano/Bio-Inspired Applications and Architectures?,family,No
912f7781-0bfa-40cc-89f9-ccde0d17f27b,,[],"[{'author_wikipedia_text': 'Alon Yitzchack Halevy (until 2000: Levy) is an Israeli-American computer scientist and a leading researcher in the area of data integration. He was a research scientist at Google from 2005 to 2015, when he left to become head of Recruit Institute of Technology. He left Recruit in 2018 and joined Facebook AI in 2019. Until 2006, he  was a professor of computer science at the University of Washington, where his doctoral students included Xin Luna Dong. He received his PhD from Stanford University in 1993, under the joint supervision of Richard Fikes and Edward Feigenbaum.\nHe is a fellow of the ACM and a winner of the 2006 VLDB 10-year best paper award. He was a Sloan Fellow, and received the Presidential Early Career Award for Scientists and Engineers (PECASE) in 2000. \nHe is the founder of two technology companies, Nimble Technology (now Actuate Corporation) and Transformic Inc.\nAt Google he was involved in Google Fusion Tables.\n\nThis database-related article is a stub. You can help Wikipedia by expanding it.This biographical article relating to a computer scientist is a stub. You can help Wikipedia by expanding it.'}]",Which university did the writer of Technical Perspective: Building knowledge bases from messy data teach at until 2006?,University of Washington,Yes
79a7e231-2561-4e8a-b1c8-1027dfe1e8c1,,[],"[{'author_wikipedia_text': ""Walter Gautschi (born December 11, 1927) is a Swiss-born American mathematician, writer and professor emeritus of Computer science and Mathematics at Purdue University in West Lafayette, Indiana. He is primarily known for his contributions to numerical analysis and has authored over 200 papers in his area and published four books.\nGautschi was born December 11, 1927, in Basel, Switzerland, to Heinrich Gautschi (1901-1975). His paternal family originally hailed from Reinach. His patrilineal uncle, Adolf Eduard Gautschi, was a custodian and landscape painter. He had one twin brother Werner (1927-1959). He completed a Ph.D. in mathematics from the University of Basel on the thesis Analyse graphischer Integrationsmethoden advised by Alexander Ostrowski and Andreas Speiser (1953).\nSince then, he did postdoctoral work as a Janggen-Pöhn Research, Fellow at the Istituto Nazionale per le Applicazioni del Calcolo in Rome (1954) and at the Harvard Computation Laboratory (1955). He had positions at the National Bureau of Standards (1956–59), the American University in Washington, D.C., the Oak Ridge National Laboratory (1959–63) before joining Purdue University where he has worked from 1963 to 2000 and now being professor emeritus. He has been a Fulbright Scholar at the Technical University of Munich (1970) and held visiting appointments at the University of Wisconsin–Madison (1976), Argonne National Laboratory, the Wright-Patterson Air Force Base,  ETH Zurich (1996-2001), the University of Padova (1997), and the University of Basel (2000).\nAs well-known (e.g. Gerhard Wanner, Geneva c.\u20092011 and the well-known first-hand sources and subsequent reports such as Math. Intelligencer, etc), one of Gautschi's most important contributions on numerical simulation of special functions offered evidence and confidence to de Branges's tour-de-force attack on the elusive Bieberbach conjecture on the magnitude of coefficients of schlicht functions, which hitherto received only slow, difficult and partial progress by work of Bieberbach, Loewner, Gabaredian and Schiffer. \nIn 1960, Gautschi married Erika, who was previously married to his twin brother Werner (1927-1959). Werner was also an academic professor and lecturer and emigrated to the United States with his wife in 1956. After his sudden death, Erika returned to Switzerland, while being pregnant with her child to Basel were she met Walter and married him in 1960. They had three daughters;\nThrough his predeceased twin brother, he has stepson/nephew, Thomas (b. 1960). Gautschi still resides in West Lafayette, Indiana.""}]",Who is the stepson/nephew of the writer of Zur Numerik rekurrenter Relationen?,Thomas,Yes
80ba8115-2866-4f0e-8937-91f21d0ab9b8,,[],"[{'author_wikipedia_text': 'Richard S. Sutton FRS FRSC is a Canadian computer scientist. He is a professor of computing science at the University of Alberta and a research scientist at Keen Technologies. \nSutton is considered one of the founders of modern computational reinforcement learning, having several significant contributions to the field, including temporal difference learning and policy gradient methods.\nRichard Sutton was born in Ohio, and grew up in Oak Brook, Illinois, a suburb of Chicago.\nSutton received his B.A. in psychology from Stanford University in 1978 before taking an M.S. (1980) and Ph.D. (1984) in computer science from the University of Massachusetts Amherst under the supervision of Andrew Barto. His doctoral dissertation, Temporal Credit Assignment in Reinforcement Learning, introduced actor-critic architectures and temporal credit assignment.\nHe was influenced by Harry Klopf\'s work in the 1970s, which proposed that supervised learning is insufficient for AI or explaining intelligent behavior, and trial-and-error learning, driven by ""hedonic aspects of behavior"", is necessary. This focussed his interest to reinforcement learning.\nIn 1984, Sutton was a postdoctoral researcher at the University of Massachusetts.\nFrom 1985 to 1994, he was a principal member of technical staff in the Computer and Intelligent Systems Laboratory at GTE in Waltham, Massachusetts. After that, he spent 3 years at the University of Massachusetts Amherst as a senior research scientist.\nFrom 1998 to 2002, Sutton worked at the AT&T Shannon Laboratory in Florham Park, New Jersey as principal technical staff member in the artificial intelligence department.\nSince 2003, he has been a professor of computing science at the University of Alberta. He led the institution\'s Reinforcement Learning and Artificial Intelligence Laboratory until 2018.\nWhile retaining his professorship, Sutton joined Deepmind in June 2017 as a distinguished research scientist and co-founder of its Edmonton office.\nSutton became a Canadian citizen in 2015 and renounced his US citizenship in 2017.\nIn a 2019 essay, Sutton criticized the field of AI research for failing ""to learn the bitter lesson that building in how we think we think does not work in the long run"", arguing that ""70 years of AI research [had shown] that general methods that leverage computation are ultimately the most effective, and by a large margin"", beating efforts building on human knowledge about specific fields like computer vision, speech recognition, chess or Go.\nIn 2023 he and John Carmack announced a partnership for the development of AGI.\nSutton is fellow of the Association for the Advancement of Artificial Intelligence (AAAI) since 2001.  In 2003 he received the President\'s Award from the International Neural Network Society and in 2013, the Outstanding Achievement in Research award from the University of Massachusetts Amherst.\nSutton\'s nomination as a AAAI fellow reads:\nFor significant contributions to many topics in machine learning, including reinforcement learning, temporal difference techniques, and neural networks.In 2016, Sutton was elected Fellow of the Royal Society of Canada. In 2021, he was elected Fellow of the Royal Society.'}]",What is the birthplace of the author of True Online Emphatic TD(λ): Quick Reference and Implementation Guide?,Ohio,Yes
a1dcc639-6386-4799-b30d-36241577ce1e,,[],"[{'author_wikipedia_text': ""Gyula O. H. Katona (born 16 March 1941 in Budapest) is a Hungarian mathematician known for his work in combinatorial set theory, and especially for the Kruskal–Katona theorem and his beautiful and elegant proof of the Erdős–Ko–Rado theorem in which he discovered a new method, now called Katona's cycle method. Since then, this method has become a powerful tool in proving many interesting results in extremal set theory. He is affiliated with the Alfréd Rényi Institute of Mathematics of the Hungarian Academy of Sciences.\nKatona was secretary-general of the János Bolyai Mathematical Society from 1990 to 1996. In 1966 and 1968 he won the Grünwald Prize, awarded by the Bolyai Society to outstanding young mathematicians, he was awarded the Alfréd Rényi Prize of the Hungarian Academy of Sciences in 1975, and the same academy awarded him the Prize of the Academy in 1989. In 2011 the Alfréd Rényi Institute, the János Bolyai Society and the Hungarian Academy of Sciences organized a conference in honor of Katona's 70th birthday.\nGyula O.H. Katona is the father of Gyula Y. Katona, another Hungarian mathematician with similar research interests to those of his father.\n\nThis article about a Hungarian scientist is a stub. You can help Wikipedia by expanding it.This article about a European mathematician is a stub. You can help Wikipedia by expanding it.""}]",Where was the contributor who published Extremal problems for finite sets and convex hulls - A survey born?,Budapest,Yes
13440f70-d531-4b98-a7d4-e2d4047b1434,,[],"[{'author_wikipedia_text': ""Odest Chadwicke Jenkins (born 1975) is an American computer scientist who is Professor of Computer Science at the University of Michigan. Jenkins works on human–computer interaction and the design of robotic systems that learn from demonstration. He was awarded the Presidential Early Career Award for Scientists and Engineers in 2006 and made a Fellow of the American Association for the Advancement of Science in 2019.\nJenkins enjoyed playing Atari as a child and wanted to become a videogame designer. He became aware of Alma College because his mother worked with former President Alan Stone. Jenkins studied computer science and mathematics at Alma College. In 1993, he was inducted onto the Alma College Dean's List, and in 1996 won the Senior Leadership Award. Together with his classmate, Jim Blum, Jenkins set up the first Alma College web server in 1997. He moved to Georgia Tech for his graduate studies, working with Jessica Hodgins on simulations of basketball shooting. Jenkins moved to the University of Southern California for his doctoral studies, where he worked with Maja Matarić on humanoid agents. He completed his doctorate in 2003 and was appointed as a postdoctoral researcher.\nIn 2004 Jenkins joined Brown University as an assistant professor. In 2006 he was awarded a Presidential Early Career Award for Scientists and Engineers for his work on autonomous robot control and perception. Here he created a Robot Operating System (ROS) repository to improve reproducibility and interoperability of his robotic systems. He was promoted to associate professor in 2010. In 2013 Jenkins was made a National Geographic explorer. In 2015 Jenkins joined the Computer Science and Engineering Division of the University of Michigan where he was made a professor in Michigan's Robotics Institute.\nJenkins works on robot Learning from Demonstration (LfD), which looks to automate the processes behind human decision making and movement. Robots that are trained using LfD learn from user demonstration (as opposed to learning explicitly from a computer program). For example, Jenkins taught a robot to do the Cabbage Patch by programming it to watch his dance moves and then attempt to replicate them. Jenkins uses manifold learning (nonlinear dimensionality reduction) to identify dynamic processes and the fundamental structures of time series data. Jenkins has demonstrated LfD for the control of humanoid robots, the control of prosthetics and vision-based human tracking. He looks to improve public access to high quality robotic systems. With Henry Evans, a gentleman paralysed by stroke, Jenkins delivered a TED Talk on how robotics can benefit humanity. Jenkins created a quadrotor drone that allowed Evans to see parts of the world that had previously been inaccessible to him.\nJenkins has called for more African Americans to get involved with robotics, and for people to be more aware of whether everyone is being given equal opportunities in education and academia. He has supported students from underrepresented backgrounds in their participation at the Tapia Conference for the Celebration of Diversity in Computing. Jenkins led organisation of the Conference for African-Americans in the Mathematical Sciences. In 2019 he was elected a Fellow of the American Association for the Advancement of Science.\nJenkins serves on the editorial board of the ACM Transactions on Computer-Human Interaction.""}]",In which year was the author of Neighborhood denoising for learning high-dimensional grasping manifolds awarded the Presidential Early Career Award for Scientists and Engineers?,2006,Yes
f13c771c-e7bc-4d9e-8f1f-2aac39a535e5,,[],"[{'author_wikipedia_text': ""Subhash Suri (born July 7, 1960) is an Indian-American computer scientist, a professor at the University of California, Santa Barbara. He is known for his research in computational geometry, computer networks, and algorithmic game theory.\nSuri did his undergraduate studies at the Indian Institute of Technology Roorkee, graduating in 1981. He then worked as a programmer in India before beginning his graduate studies in 1984 at Johns Hopkins University, where he earned a Ph.D. in computer science in 1987 under the supervision of Joseph O'Rourke. He was a member of the technical staff at Bellcore until 1994, when he returned to academia as an associate professor at Washington University in St. Louis. He moved to a full professorship at UCSB in 2000.\nHe was program committee chair for the 7th Annual International Symposium on Algorithms and Computation in 1996, and program committee co-chair for the 18th ACM Symposium on Computational Geometry in 2002.\nSuri was elected as a fellow of the IEEE in 2009, of the Association for Computing Machinery in 2010, and of the American Association for the Advancement of Science in 2011.""}]",Where did the scholar who wrote 'Computing Geodesic Furthest Neighbors in Simple Polygons' earn his Ph.D.?,Johns Hopkins University,Yes
